segment,seller type,certified,city,make,model,trim,odometer,fuel,trans,rto,selling price,locality,pincode,owner,color,age
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXS MT DIESEL,116516.0,Diesel,Manual,KA-03,644600.0,bhoruka tech park,560066.0,1.0,Brown,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,96947.0,Petrol,Automatic,KA-51,275000.0,yeswanthpur,560022.0,1.0,Orange,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,52646.0,Petrol,Automatic,KA-05,283200.0,bellahalli,560064.0,2.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 DCT,19666.0,Petrol,Automatic,KA-01,950000.0,nexus whitefield,560066.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZ PLUS (PREMIUM) PETROL,37379.0,Petrol,Manual,UP-52,826536.0,gandhi nagar,560009.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Toyota,Camry,2.5L AT,46653.0,Petrol,Automatic,KA-20,1105081.0,bellahalli,560064.0,1.0,Black,13.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XT RHYTHM PETROL,24433.0,Petrol,Manual,UP-78,415000.0,bellahalli,560064.0,1.0,Blue,6.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Octavia,AMBITION 2.0 TDI AT,121274.0,Diesel,Automatic,KA-04,609238.0,bhoruka tech park,560066.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,DELTA PETROL 1.2,23534.0,Petrol,Manual,KA-05,539434.0,bhoruka tech park,560066.0,1.0,Red,6.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,ASTA 1.4 CRDI,6987.0,Diesel,Manual,KA-01,541100.0,gt world mall,560023.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,34837.0,Petrol,Manual,KA-50,509300.0,nexus whitefield,560066.0,1.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE PLUS 1.0L TSI AT,92609.0,Petrol,Automatic,KA-05,657800.0,gandhi nagar,560009.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,98537.0,Petrol,Automatic,KA-03,414000.0,bhoruka tech park,560066.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,92953.0,Petrol,Automatic,KA-05,212809.0,bellahalli,560064.0,3.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,GTX PLUS 1.0 IMT,17217.0,Petrol,Manual,KA-03,842690.0,nexus whitefield,560066.0,1.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,48256.0,Petrol,Automatic,KA-41,246484.0,nexus whitefield,560066.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV500,W6,126648.0,Diesel,Manual,KA-03,436559.0,gandhi nagar,560009.0,3.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS (O) PETROL DARK EDITION,36556.0,Petrol,Automatic,KA-53,910000.0,bhoruka tech park,560066.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,44587.0,Petrol,Automatic,KA-01,960833.0,yeswanthpur,560022.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS (HS) PETROL DARK EDITION,61139.0,Petrol,Automatic,KA-05,846000.0,bhoruka tech park,560066.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Octavia,L&K 1.8 TSI AT,99240.0,Petrol,Automatic,KA-03,1115700.0,gt world mall,560023.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXL PETROL,42724.0,Petrol,Manual,KA-03,442786.0,nexus whitefield,560066.0,1.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZ PLUS PETROL,25494.0,Petrol,Manual,KA-01,540000.0,gt world mall,560023.0,1.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZ PLUS PETROL,33274.0,Petrol,Manual,KA-03,402600.0,koramangala,560034.0,1.0,Orange,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,79741.0,Petrol,Manual,KA-04,369500.0,bellahalli,560064.0,2.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ 1.2,111312.0,Petrol,Manual,KA-04,341400.0,koramangala,560034.0,1.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA CVT PETROL 1.2,57225.0,Petrol,Automatic,KA-01,568000.0,bellahalli,560064.0,2.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI,71618.0,Diesel,Manual,KA-51,772725.0,gandhi nagar,560009.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI,50672.0,Petrol,Manual,KA-51,334776.0,koramangala,560034.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,1.2 TSI HIGHLINE PLUS AT,87680.0,Petrol,Automatic,KA-05,473500.0,yeswanthpur,560022.0,2.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,83238.0,Petrol,Manual,KA-51,223700.0,bhoruka tech park,560066.0,1.0,Orange,10.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Ecosport,TITANIUM 1.0L ECOBOOST (OPT),83421.0,Petrol,Manual,KA-51,322077.0,bellahalli,560064.0,1.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI (O),147447.0,Petrol,Manual,KA-01,260000.0,bellahalli,560064.0,2.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXL,98836.0,Petrol,Manual,KA-01,218000.0,nexus whitefield,560066.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,Creative Plus 1.2 Revotron 6MT,32823.0,Petrol,Manual,KA-17,820700.0,bellahalli,560064.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV700,AX 7 LUXURY D AT 7 STR,61742.0,Diesel,Automatic,KA-02,2152258.0,bellahalli,560064.0,1.0,Blue,2.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Octavia,L&K 1.8 TSI AT,90191.0,Petrol,Automatic,KA-02,1200000.0,nexus whitefield,560066.0,1.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 (O) TURBO IMT,69111.0,Petrol,Manual,KA-19,694300.0,koramangala,560034.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ MT,67087.0,Petrol,Manual,KA-30,322400.0,bhoruka tech park,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXS CVT,45783.0,Petrol,Automatic,KA-50,575442.0,bellahalli,560064.0,2.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,71273.0,Petrol,Manual,KA-04,368600.0,yeswanthpur,560022.0,1.0,Silver,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZA PETROL,34646.0,Petrol,Automatic,KA-51,545000.0,bellahalli,560064.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,S (O) 1.0 TURBO IMT,41079.0,Petrol,Manual,KA-05,733100.0,koramangala,560034.0,1.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 TURBO IMT,43696.0,Petrol,Manual,KA-01,643500.0,yeswanthpur,560022.0,2.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,VXI 1.0,12040.0,Petrol,Manual,KA-50,495000.0,gandhi nagar,560009.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTK PLUS 1.5,48264.0,Petrol,Manual,KA-03,775000.0,koramangala,560034.0,1.0,Red,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA CVT PETROL 1.2,66305.0,Petrol,Automatic,KA-41,534900.0,koramangala,560034.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,47229.0,Petrol,Manual,KA-05,360000.0,bellahalli,560064.0,1.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.4 VTVT CX,90399.0,Petrol,Manual,KA-11,382831.0,gandhi nagar,560009.0,1.0,Black,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI,84654.0,Petrol,Manual,KA-53,332800.0,bhoruka tech park,560066.0,1.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,City,1.5L I-VTEC V MT,89611.0,Petrol,Manual,KA-03,329700.0,yeswanthpur,560022.0,2.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE DIESEL 1.5,133081.0,Diesel,Manual,KA-01,595900.0,bellahalli,560064.0,1.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 0.8,19467.0,Petrol,Manual,KA-01,275000.0,bellahalli,560064.0,2.0,Silver,10.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Ecosport,AMBIENTE 1.5L DIESEL,131793.0,Diesel,Manual,KA-05,364424.0,bellahalli,560064.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,96256.0,Petrol,Manual,KA-51,246548.0,bellahalli,560064.0,2.0,Beige,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS SUNROOF DIESEL,93156.0,Diesel,Automatic,KA-05,809928.0,koramangala,560034.0,1.0,Silver,5.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV700,AX 7 LUXURY P AT 7 STR,32393.0,Petrol,Automatic,KA-05,2144086.0,bellahalli,560064.0,1.0,Blue,2.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS (PREMIUM) KAZIRANGA PETROL,29118.0,Petrol,Automatic,KA-53,929300.0,bhoruka tech park,560066.0,1.0,Yellow,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV700,AX 7 P AT 7 STR,49195.0,Petrol,Automatic,KA-02,1515000.0,bhoruka tech park,560066.0,2.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Kodiaq,STYLE 2.0 TDI 4X4 AT,100397.0,Diesel,Automatic,KA-51,1416500.0,koramangala,560034.0,2.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXE PETROL,71432.0,Petrol,Manual,KA-01,498700.0,koramangala,560034.0,1.0,Orange,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,70613.0,Petrol,Manual,KA-43,248000.0,bellahalli,560064.0,3.0,Orange,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,45234.0,Petrol,Manual,KA-06,342300.0,bellahalli,560064.0,1.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XM 4X2 7 STR,93370.0,Diesel,Manual,KA-03,725806.0,bellahalli,560064.0,1.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTK 1.5 PETROL,52283.0,Petrol,Manual,KA-51,744800.0,nexus whitefield,560066.0,2.0,Red,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,SIGMA PETROL 1.2,74937.0,Petrol,Manual,KA-19,450362.0,gandhi nagar,560009.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,DELTA CVT PETROL 1.2,92023.0,Petrol,Automatic,KA-53,402226.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,ZXI,88388.0,Petrol,Manual,KA-04,367000.0,bellahalli,560064.0,2.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,70077.0,Petrol,Manual,KA-01,361300.0,koramangala,560034.0,3.0,Black,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT,36458.0,Petrol,Automatic,KA-04,320100.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,City,1.5L I-DTEC SV,88740.0,Diesel,Manual,KA-18,387900.0,bellahalli,560064.0,2.0,Black,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,29611.0,Petrol,Automatic,KA-01,380000.0,bellahalli,560064.0,1.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE PETROL AT,74967.0,Petrol,Automatic,KA-05,323400.0,nexus whitefield,560066.0,2.0,Blue,13.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,SLAVIA,AMBITION 1.0L TSI AT,46791.0,Petrol,Automatic,KA-04,1060000.0,bellahalli,560064.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS (O) PETROL DARK EDITION,36153.0,Petrol,Automatic,KA-05,808700.0,bellahalli,560064.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,FEARLESS + SUNROOF AMT DUAL TONE 1.5 DIESEL,95761.0,Diesel,Automatic,KA-51,997700.0,bellahalli,560064.0,1.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV700,AX 7 P AT 7 STR,12988.0,Petrol,Automatic,KA-50,1914678.0,gt world mall,560023.0,1.0,White,2.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA CVT PETROL 1.2,93016.0,Petrol,Automatic,KA-04,418200.0,gt world mall,560023.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XT PETROL,52477.0,Petrol,Manual,KA-03,326600.0,gandhi nagar,560009.0,1.0,Orange,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,69184.0,Petrol,Manual,KA-04,214172.0,bellahalli,560064.0,3.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZA PLUS PETROL,62785.0,Petrol,Automatic,KA-41,482301.0,bellahalli,560064.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTK 1.5 PETROL,36343.0,Petrol,Manual,KA-41,759000.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,DELTA CVT PETROL 1.2,74617.0,Petrol,Automatic,KA-09,509000.0,koramangala,560034.0,2.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,BOLERO NEO,N 10 (O),47719.0,Diesel,Manual,KA-07,852297.0,bellahalli,560064.0,1.0,Silver,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,75292.0,Petrol,Manual,KA-03,400000.0,koramangala,560034.0,2.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.4 VTVT,109359.0,Petrol,Manual,KA-02,345500.0,gt world mall,560023.0,1.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,ZXI,57081.0,Petrol,Manual,KA-05,397600.0,gandhi nagar,560009.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 0.8,23446.0,Petrol,Manual,KA-51,245771.0,bellahalli,560064.0,2.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.5 SHVS PETROL,51927.0,Petrol,Manual,KA-01,627032.0,gandhi nagar,560009.0,1.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE 1.6 MPI,64335.0,Petrol,Manual,KA-03,304500.0,bellahalli,560064.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,City,1.5L I-VTEC ZX,40234.0,Petrol,Manual,KA-01,1015995.0,koramangala,560034.0,2.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,SLAVIA,STYLE 1.5L TSI DSG,77057.0,Petrol,Automatic,KA-03,1146000.0,bellahalli,560064.0,1.0,Silver,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,FEARLESS + SUNROOF DCA DUAL TONE 1.2 PETROL,52954.0,Petrol,Automatic,KA-05,1050000.0,bellahalli,560064.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,39690.0,Petrol,Automatic,KA-03,770000.0,bellahalli,560064.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,IGNIS,ZETA 1.2 AMT,75486.0,Petrol,Automatic,KA-03,441800.0,koramangala,560034.0,1.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Bolero,B6 (O),34805.0,Diesel,Manual,KA-51,800000.0,bellahalli,560064.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZA PLUS PETROL,29674.0,Petrol,Automatic,KA-51,455900.0,bellahalli,560064.0,1.0,Brown,7.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XT PETROL,45406.0,Petrol,Manual,KA-01,359570.0,gt world mall,560023.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA CVT PETROL 1.2,71685.0,Petrol,Automatic,KA-51,461900.0,nexus whitefield,560066.0,2.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,ASTA (O) 1.2 MT,26232.0,Petrol,Manual,KA-05,739492.0,bellahalli,560064.0,2.0,Blue,3.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA 1.2 AGS,70338.0,Petrol,Automatic,KA-03,651300.0,koramangala,560034.0,1.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,TUV300,T8,84299.0,Diesel,Manual,KA-03,497100.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA (O) 1.2 KAPPA VTVT,65743.0,Petrol,Manual,KA-01,326200.0,koramangala,560034.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,59755.0,Petrol,Automatic,KA-04,298000.0,gandhi nagar,560009.0,2.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE 1.6 MPI,91016.0,Petrol,Manual,KA-05,345600.0,gt world mall,560023.0,1.0,Beige,12.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Fabia,ELEGANCE 1.2 MPI,119535.0,Petrol,Manual,KA-01,239000.0,bellahalli,560064.0,1.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,BOLERO NEO,N 10 (O),15105.0,Diesel,Manual,KA-51,829100.0,nexus whitefield,560066.0,1.0,Green,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,40269.0,Petrol,Automatic,KA-01,855000.0,bellahalli,560064.0,1.0,Red,6.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXZ 1.3 TURBO PETROL MT,2544.0,Petrol,Manual,KA-05,791300.0,gt world mall,560023.0,1.0,Brown,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,66663.0,Petrol,Automatic,KA-03,607200.0,bhoruka tech park,560066.0,1.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI,10723.0,Petrol,Manual,KA-03,371455.0,bhoruka tech park,560066.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,86223.0,Petrol,Automatic,KA-41,584600.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XM PETROL,64168.0,Petrol,Manual,KA-04,266680.0,bhoruka tech park,560066.0,2.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM BLU 1.2 PETROL,77710.0,Petrol,Manual,KA-01,410695.0,bhoruka tech park,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC VX,71508.0,Petrol,Manual,KA-05,490000.0,yeswanthpur,560022.0,1.0,Yellow,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Dzire,ZXI,80091.0,Petrol,Manual,KA-04,510000.0,gt world mall,560023.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,63129.0,Petrol,Manual,KA-53,309400.0,gandhi nagar,560009.0,2.0,Grey,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC VTVT 1.6 EX AT,92859.0,Petrol,Automatic,KA-02,303200.0,bellahalli,560064.0,3.0,White,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI AT,84580.0,Petrol,Automatic,KA-05,316016.0,koramangala,560034.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 0.8,99996.0,Petrol,Manual,KA-03,203400.0,gt world mall,560023.0,1.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTX PLUS 1.5 DIESEL IMT DUAL TONE,78022.0,Diesel,Manual,KA-05,1170000.0,gandhi nagar,560009.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Superb,ELEGANCE 1.8 TSI AT,75502.0,Petrol,Automatic,KA-01,601900.0,bellahalli,560064.0,2.0,Red,14.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.5 CRDI,63935.0,Diesel,Manual,KA-02,804000.0,nexus whitefield,560066.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XM PETROL,62949.0,Petrol,Manual,KA-04,284103.0,gandhi nagar,560009.0,2.0,Red,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI AMT,71311.0,Diesel,Automatic,KA-03,743600.0,yeswanthpur,560022.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,SX 1.5 VTVT IVT,63616.0,Petrol,Automatic,KA-01,809200.0,bhoruka tech park,560066.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,10977.0,Petrol,Manual,KA-05,479367.0,bellahalli,560064.0,1.0,Red,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,DELTA 1.5 SHVS MT PETROL,50093.0,Petrol,Manual,KA-51,547604.0,bhoruka tech park,560066.0,1.0,Silver,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,42120.0,Petrol,Automatic,KA-04,343000.0,bellahalli,560064.0,2.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,87475.0,Petrol,Automatic,KA-50,241600.0,koramangala,560034.0,1.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,CLIMBER MT 1.0,38371.0,Petrol,Manual,KA-51,350000.0,bellahalli,560064.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Kuv100,K4 PLUS 5 STR,78106.0,Petrol,Manual,KA-50,260000.0,bellahalli,560064.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI+,70030.0,Petrol,Manual,KA-01,360000.0,bellahalli,560064.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Superb,ELEGANCE 1.8 TSI AT,88569.0,Petrol,Automatic,KA-53,522800.0,nexus whitefield,560066.0,3.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,TAIGUN,GT PLUS 1.5 TSI DSG,70578.0,Petrol,Automatic,KA-05,1243700.0,bellahalli,560064.0,1.0,Silver,2.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXS 1.5 PETROL MT,135537.0,Petrol,Manual,KA-53,607000.0,gandhi nagar,560009.0,1.0,Orange,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,52605.0,Petrol,Manual,KA-40,246700.0,nexus whitefield,560066.0,1.0,Silver,13.0
