segment,seller type,certified,city,make,model,trim,odometer,fuel,trans,rto,selling price,locality,pincode,owner,color,age
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Dzire,ZXI PLUS,62350.0,Petrol,Manual,KA-05,557283.0,gandhi nagar,560009.0,1.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI,91003.0,Petrol,Manual,KA-01,352800.0,nexus whitefield,560066.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS PETROL DARK EDITION,25198.0,Petrol,Automatic,KA-01,818000.0,bhoruka tech park,560066.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,TIAGO NRG,XZ MT,66872.0,Petrol,Manual,KA-01,465000.0,bellahalli,560064.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT (O),79895.0,Petrol,Automatic,KA-05,309500.0,gt world mall,560023.0,1.0,Red,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXS CVT,98805.0,Petrol,Automatic,KA-01,494462.0,gandhi nagar,560009.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,70773.0,Petrol,Manual,KA-04,452400.0,yeswanthpur,560022.0,1.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,ASTA 1.2 CVT,69853.0,Petrol,Automatic,KA-02,599000.0,bellahalli,560064.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Polo,HIGHLINE1.2L,74520.0,Petrol,Manual,KA-03,440000.0,nexus whitefield,560066.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ 1.2,117686.0,Petrol,Manual,KA-42,448000.0,gandhi nagar,560009.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT (O),39510.0,Petrol,Automatic,KA-41,316932.0,nexus whitefield,560066.0,3.0,Red,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,VXI AT SHVS,78550.0,Petrol,Automatic,KA-52,658600.0,bhoruka tech park,560066.0,2.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,32107.0,Petrol,Manual,KA-51,228236.0,gt world mall,560023.0,1.0,Beige,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i10,SPORTZ 1.2 AT,70543.0,Petrol,Automatic,KA-02,268200.0,gt world mall,560023.0,2.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Dzire,ZXI PLUS,74220.0,Petrol,Manual,KA-05,483700.0,koramangala,560034.0,2.0,Silver,7.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTX 1.5 DIESEL IMT,31476.0,Diesel,Manual,KA-53,1163700.0,yeswanthpur,560022.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS PETROL DARK EDITION,31637.0,Petrol,Automatic,KA-03,849000.0,nexus whitefield,560066.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,City,1.5L I-VTEC VX,37205.0,Petrol,Manual,KA-53,835500.0,bellahalli,560064.0,2.0,Brown,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XZA PLUS (O) PETROL DARK EDITION,36153.0,Petrol,Automatic,KA-05,850500.0,bellahalli,560064.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXS CVT,103176.0,Petrol,Automatic,KA-01,475300.0,bhoruka tech park,560066.0,2.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA PETROL 1.2,99377.0,Petrol,Manual,KA-05,444200.0,bellahalli,560064.0,2.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,CLIMBER AMT 1.0,25834.0,Petrol,Automatic,KA-05,388000.0,nexus whitefield,560066.0,2.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA CVT PETROL 1.2,93016.0,Petrol,Automatic,KA-04,453400.0,gt world mall,560023.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ PLUS 1.2,35304.0,Petrol,Manual,KA-53,583138.0,nexus whitefield,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA CVT PETROL 1.2,59893.0,Petrol,Automatic,KA-03,508100.0,gt world mall,560023.0,2.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Polo,HIGHLINE1.2L,74715.0,Petrol,Manual,KA-51,373400.0,nexus whitefield,560066.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXL,76248.0,Petrol,Manual,KA-53,205000.0,gandhi nagar,560009.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Ecosport,TITANIUM 1.5L PETROL AT,57438.0,Petrol,Automatic,KA-05,385146.0,koramangala,560034.0,1.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,16345.0,Petrol,Automatic,KA-51,343000.0,bellahalli,560064.0,2.0,Red,6.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W6 1.5 DIESEL,109569.0,Diesel,Manual,KA-05,554945.0,koramangala,560034.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W8 (O) 1.5 DIESEL,147530.0,Diesel,Manual,KA-03,633300.0,gt world mall,560023.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI PLUS AGS,958.0,Petrol,Automatic,KA-41,662586.0,bellahalli,560064.0,1.0,Silver,1.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,KUSHAQ,AMBITION 1.0L TSI AT,70735.0,Petrol,Automatic,KA-01,907900.0,nexus whitefield,560066.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XT PETROL,45406.0,Petrol,Manual,KA-01,410270.0,gt world mall,560023.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXS MT DIESEL,78077.0,Diesel,Manual,KA-50,650000.0,bellahalli,560064.0,2.0,Brown,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA CVT PETROL 1.2,61895.0,Petrol,Automatic,KA-04,486300.0,bellahalli,560064.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,110 PS RXL DIESEL,69054.0,Diesel,Manual,KA-51,408056.0,gandhi nagar,560009.0,2.0,Black,11.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Polo,HIGHLINE1.2L,107764.0,Petrol,Manual,KA-19,280000.0,koramangala,560034.0,2.0,Black,14.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ 1.2,112457.0,Petrol,Manual,KA-04,424600.0,gandhi nagar,560009.0,1.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT,60417.0,Petrol,Automatic,KA-50,468069.0,nexus whitefield,560066.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI (O) AMT,33988.0,CNG,Automatic,KA-02,320000.0,bellahalli,560064.0,2.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W8 1.5 DIESEL AMT,86812.0,Diesel,Automatic,KA-50,715000.0,yeswanthpur,560022.0,1.0,Green,7.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,GTX PLUS DCT 1.4 PETROL,66279.0,Petrol,Automatic,KA-05,1020200.0,koramangala,560034.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI AT,84580.0,Petrol,Automatic,KA-05,342516.0,koramangala,560034.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 TURBO IMT,51739.0,Petrol,Manual,KA-51,682505.0,bhoruka tech park,560066.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXL DIESEL,74437.0,Diesel,Manual,KA-53,417100.0,bellahalli,560064.0,1.0,Brown,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,36645.0,Petrol,Automatic,KA-01,399000.0,nexus whitefield,560066.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,DELTA CVT PETROL 1.2,92023.0,Petrol,Automatic,KA-53,463826.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXL DIESEL,73904.0,Diesel,Manual,KA-03,405100.0,koramangala,560034.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,110 PS RXL 4X2 AMT,77183.0,Diesel,Automatic,KA-03,504800.0,bellahalli,560064.0,2.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ 1.2 (O),57559.0,Petrol,Manual,KA-02,410095.0,yeswanthpur,560022.0,2.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZ PETROL,71012.0,Petrol,Manual,KA-04,369538.0,bellahalli,560064.0,1.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Polo,HIGHLINE1.2L,71885.0,Petrol,Manual,KA-03,334000.0,gandhi nagar,560009.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W6 1.5 DIESEL AMT,130259.0,Diesel,Automatic,KA-03,620000.0,bhoruka tech park,560066.0,1.0,Red,7.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,GTX PLUS DCT 1.4 PETROL,71203.0,Petrol,Automatic,KA-04,968800.0,nexus whitefield,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W8 (O) 1.2 PETROL,35807.0,Petrol,Manual,KA-04,822600.0,bellahalli,560064.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,City,1.5L I-VTEC ZX CVT,102748.0,Petrol,Automatic,KA-04,834125.0,bellahalli,560064.0,2.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 TURBO,28560.0,Petrol,Manual,KA-05,692503.0,gt world mall,560023.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,S+ 1.2,96621.0,Petrol,Manual,KA-41,594588.0,yeswanthpur,560022.0,1.0,Silver,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,ASTA 1.4 CRDI,99528.0,Diesel,Manual,KA-53,498000.0,gt world mall,560023.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,110 PS RXZ 4X4 MT ADVENTURE EDITION,113328.0,Diesel,Manual,KA-59,514783.0,bhoruka tech park,560066.0,2.0,Brown,10.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZ PETROL,26479.0,Petrol,Manual,KA-03,396000.0,gt world mall,560023.0,2.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ALPHA CVT PETROL 1.2,132743.0,Petrol,Automatic,KA-50,449278.0,gt world mall,560023.0,1.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XM PETROL,62949.0,Petrol,Manual,KA-04,316203.0,gandhi nagar,560009.0,2.0,Red,9.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXL PETROL,38093.0,Petrol,Manual,KA-53,367000.0,koramangala,560034.0,1.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Polo,GT TSI AT,100034.0,Petrol,Automatic,KA-01,519000.0,nexus whitefield,560066.0,2.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,63258.0,Petrol,Manual,KA-05,321358.0,yeswanthpur,560022.0,1.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,75826.0,Petrol,Manual,KA-01,317495.0,gt world mall,560023.0,2.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT (O),41594.0,Petrol,Automatic,KA-04,401992.0,yeswanthpur,560022.0,1.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,56058.0,Petrol,Manual,KA-51,316785.0,bellahalli,560064.0,2.0,Silver,12.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W6 1.5 Sunroof Diesel,65832.0,Diesel,Manual,KA-06,819000.0,gt world mall,560023.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Octavia,L&K 1.8 TSI AT,99240.0,Petrol,Automatic,KA-03,1169000.0,gt world mall,560023.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Harrier,XMA 2.0L KRYOTEC,97438.0,Diesel,Automatic,KA-41,1190000.0,bhoruka tech park,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XT PETROL,37954.0,Petrol,Manual,KA-03,335525.0,koramangala,560034.0,2.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,SPORTZ PLUS 1.2 CVT,71422.0,Petrol,Automatic,KA-53,543655.0,nexus whitefield,560066.0,2.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXE PETROL,147587.0,Petrol,Manual,KA-55,286200.0,nexus whitefield,560066.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,28075.0,Petrol,Manual,KA-07,300700.0,bhoruka tech park,560066.0,2.0,Brown,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI PLUS AGS,17634.0,Petrol,Automatic,KA-41,552343.0,bellahalli,560064.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Dzire,ZXI PLUS AMT,84912.0,Petrol,Automatic,KA-51,449600.0,bhoruka tech park,560066.0,1.0,Brown,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20,MAGNA 1.2,26144.0,Petrol,Manual,KA-51,304540.0,bhoruka tech park,560066.0,1.0,Brown,13.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,TUV300,T8,130605.0,Diesel,Manual,KA-03,402400.0,bhoruka tech park,560066.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 TURBO IMT,43696.0,Petrol,Manual,KA-01,719300.0,yeswanthpur,560022.0,2.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Elite i20,ASTA 1.4 CRDI,109746.0,Diesel,Manual,KA-04,541400.0,bhoruka tech park,560066.0,1.0,Red,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI,66687.0,Diesel,Manual,KA-04,630500.0,nexus whitefield,560066.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI,96716.0,Petrol,Manual,KA-42,268342.0,bellahalli,560064.0,3.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XTA PETROL,82116.0,Petrol,Automatic,KA-41,280000.0,gt world mall,560023.0,2.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,93278.0,Petrol,Manual,KA-03,316406.0,gt world mall,560023.0,1.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXL DIESEL,112970.0,Diesel,Manual,KA-41,390000.0,gt world mall,560023.0,1.0,Brown,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI,93901.0,Diesel,Manual,KA-03,640400.0,gandhi nagar,560009.0,2.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,957.0,Petrol,Manual,KA-53,455742.0,bellahalli,560064.0,1.0,Silver,1.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XTA,67579.0,Petrol,Automatic,KA-02,177600.0,nexus whitefield,560066.0,1.0,Purple,10.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Kuv100,K4 PLUS 6 STR,65758.0,Petrol,Manual,KA-51,281300.0,koramangala,560034.0,2.0,Black,10.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE 1.6 MPI,93886.0,Petrol,Manual,KA-03,530000.0,gandhi nagar,560009.0,1.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,GTX Plus 1.5 Turbo Petrol DCT,16896.0,Petrol,Automatic,KA-04,1507100.0,nexus whitefield,560066.0,1.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Kylaq,Signature,10030.0,Petrol,Manual,KA-63,929000.0,bhoruka tech park,560066.0,1.0,White,1.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX 1.0 TURBO IMT,44620.0,Petrol,Manual,KA-04,642494.0,gt world mall,560023.0,2.0,Grey,6.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC SV,50538.0,Petrol,Manual,KA-05,415440.0,yeswanthpur,560022.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC VX CVT,67736.0,Petrol,Automatic,KA-05,678000.0,bellahalli,560064.0,1.0,Green,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI,95484.0,Petrol,Manual,KA-51,277296.0,bhoruka tech park,560066.0,1.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XTA,58744.0,Petrol,Automatic,KA-05,146111.0,bhoruka tech park,560066.0,3.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT (O),57999.0,Petrol,Automatic,KA-04,375502.0,bellahalli,560064.0,1.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,DELTA 1.4 MT PETROL,77648.0,Petrol,Manual,KA-04,529600.0,nexus whitefield,560066.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXL DIESEL,92584.0,Diesel,Manual,KA-51,295000.0,gt world mall,560023.0,3.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Kuv100,K6 PLUS 6 STR,82743.0,Petrol,Manual,KA-03,293000.0,bhoruka tech park,560066.0,1.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20,SPORTZ 1.2,91287.0,Petrol,Manual,KA-53,369000.0,nexus whitefield,560066.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,52351.0,Petrol,Manual,KA-03,690000.0,gandhi nagar,560009.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,IGNIS,SIGMA 1.2,70741.0,Petrol,Manual,KA-41,420000.0,bhoruka tech park,560066.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ritz,VXI,88588.0,Petrol,Manual,KA-04,361109.0,bhoruka tech park,560066.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR,21399.0,Petrol,Manual,KA-41,423327.0,gt world mall,560023.0,1.0,Grey,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI AMT,72868.0,Petrol,Automatic,KA-03,290000.0,bhoruka tech park,560066.0,2.0,Brown,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC V CVT,93473.0,Petrol,Automatic,KA-03,450800.0,bellahalli,560064.0,2.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.4 PETROL,66592.0,Petrol,Manual,KA-03,533238.0,koramangala,560034.0,1.0,Grey,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT,45290.0,Petrol,Automatic,KA-02,352800.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXZ 1.3 TURBO PETROL MT,2544.0,Petrol,Manual,KA-05,884500.0,gt world mall,560023.0,1.0,Brown,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,48471.0,Petrol,Automatic,KA-01,293722.0,bellahalli,560064.0,2.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XTA,37604.0,Petrol,Automatic,KA-02,161122.0,nexus whitefield,560066.0,2.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,47855.0,Petrol,Automatic,KA-16,356668.0,bhoruka tech park,560066.0,2.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,85 PS RXL PLUS DIESEL,99005.0,Diesel,Manual,KA-43,351000.0,nexus whitefield,560066.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,GTX Plus 1.5 Turbo Petrol DCT,30373.0,Petrol,Automatic,KA-01,1595000.0,bellahalli,560064.0,1.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo Aspire,TITANIUM 1.5 PETROL AT,57077.0,Petrol,Automatic,KA-04,357700.0,bellahalli,560064.0,1.0,Silver,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,61845.0,Petrol,Automatic,KA-03,316355.0,gandhi nagar,560009.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM BLU 1.2 PETROL,77710.0,Petrol,Manual,KA-01,487995.0,bhoruka tech park,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,ZXI AMT,58393.0,Petrol,Automatic,KA-53,300376.0,bellahalli,560064.0,3.0,Blue,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XTA,27058.0,Petrol,Automatic,KA-51,149400.0,bhoruka tech park,560066.0,3.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Quanto,C4,73926.0,Diesel,Manual,KA-51,239461.0,koramangala,560034.0,2.0,White,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,42120.0,Petrol,Automatic,KA-04,381449.0,bellahalli,560064.0,2.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,NUVOSPORT,N8,100561.0,Diesel,Manual,KA-16,399000.0,bellahalli,560064.0,3.0,Silver,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 IMT,51184.0,Petrol,Manual,KA-03,795000.0,bhoruka tech park,560066.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,86223.0,Petrol,Automatic,KA-41,660000.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,46658.0,Petrol,Automatic,KA-41,319662.0,bellahalli,560064.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Tucson,2WD AT GL DIESEL,143838.0,Diesel,Automatic,KA-02,873000.0,nexus whitefield,560066.0,2.0,Black,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,39209.0,Petrol,Automatic,KA-03,729300.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Eeco,5 STR AC (O),24174.0,Petrol,Manual,KA-50,445337.0,bhoruka tech park,560066.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,10284.0,Petrol,Manual,KA-05,489067.0,bellahalli,560064.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXT,16858.0,Petrol,Manual,KA-05,548800.0,gandhi nagar,560009.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,49645.0,Petrol,Automatic,KA-03,321082.0,koramangala,560034.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo,TITANIUM 1.2 PETROL,59680.0,Petrol,Manual,KA-05,223533.0,gandhi nagar,560009.0,3.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,KUV 100 NXT,K8 P 6 STR,51443.0,Petrol,Manual,KA-05,380000.0,gt world mall,560023.0,1.0,Silver,8.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE 1.6 MPI,91016.0,Petrol,Manual,KA-05,390000.0,gt world mall,560023.0,1.0,Beige,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,S 1.5 MT PETROL,46763.0,Petrol,Manual,KA-53,776000.0,bellahalli,560064.0,1.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,64195.0,Petrol,Manual,KA-05,754900.0,gt world mall,560023.0,1.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,MAGNA + AIRBAG,45474.0,Petrol,Manual,KA-01,314874.0,gt world mall,560023.0,1.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 IMT,33281.0,Petrol,Manual,KA-05,800000.0,bellahalli,560064.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,22524.0,Petrol,Manual,KA-04,610000.0,bellahalli,560064.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXL MT,17635.0,Petrol,Manual,KA-01,525292.0,koramangala,560034.0,1.0,Silver,3.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXZ,34193.0,Petrol,Manual,KA-53,597928.0,bhoruka tech park,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM BLU 1.2 PETROL,71359.0,Petrol,Manual,KA-51,435900.0,yeswanthpur,560022.0,1.0,White,7.0
