brand,model,variant,color,segment_class,fuel_type,transmission,vehicle_age,odometer_reading,km_per_year,owner_count,brand_tier,age_km_interaction,ownership_trust_score,vehicle_health_score,is_high_mileage,seller_type,inspected,selling_price,year
maruti suzuki,baleno,alpha 1.2 at,unknown,economy,petrol,automatic,8,61500.0,7687.5,3,1,492000.0,50,53.8,0,unknown,0,491000.0,2018
maruti suzuki,ertiga,zdi + shvs,unknown,economy,diesel,manual,8,71000.0,8875.0,1,1,568000.0,100,68.9,0,unknown,0,876000.0,2018
kia,seltos,htx 1.5,unknown,mid,petrol,manual,4,32000.0,8000.0,1,2,128000.0,100,84.8,0,unknown,0,1101000.0,2022
maruti suzuki,baleno,alpha 1.2,unknown,economy,petrol,manual,8,18500.0,2312.5,1,1,148000.0,100,74.2,0,unknown,0,621000.0,2018
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,13,36000.0,2769.2,1,2,468000.0,100,57.4,0,unknown,0,322000.0,2013
maruti suzuki,dzire,zxi amt,unknown,economy,petrol,automatic,7,32000.0,4571.4,1,1,224000.0,100,75.8,0,unknown,0,601000.0,2019
hyundai,creta,sx 1.5 petrol ivt,unknown,mid,petrol,automatic,3,38500.0,12833.3,1,2,115500.0,100,87.2,0,unknown,0,1450000.0,2023
ford,ecosport,titanium 1.0 ecoboost,unknown,mid,petrol,manual,11,74500.0,6772.7,2,2,819500.0,75,51.6,0,unknown,0,398000.0,2015
tata,hexa,xta 4x2 6 str,unknown,economy,diesel,automatic,8,112500.0,14062.5,1,1,900000.0,100,64.8,0,unknown,0,877000.0,2018
hyundai,verna,fluidic 1.6 crdi sx opt at,unknown,mid,diesel,automatic,12,138000.0,11500.0,1,2,1656000.0,100,50.2,0,unknown,0,511000.0,2014
renault,kwid,1.0 rxl amt,unknown,economy,petrol,automatic,9,74000.0,8222.2,1,1,666000.0,100,65.6,0,unknown,0,296000.0,2017
hyundai,creta,1.6 sx plus at petrol,unknown,mid,petrol,automatic,10,72000.0,7200.0,1,2,720000.0,100,62.8,0,unknown,0,754000.0,2016
kia,seltos,htx plus 1.5 diesel imt dual tone,unknown,mid,diesel,manual,3,42500.0,14166.7,1,2,127500.0,100,86.8,0,unknown,0,1497000.0,2023
hyundai,creta,1.6 sx plus at petrol,unknown,mid,petrol,automatic,9,147000.0,16333.3,1,2,1323000.0,100,58.3,1,unknown,0,705000.0,2017
hyundai,i20,sportz 1.2 bs-iv,unknown,mid,petrol,manual,14,27000.0,1928.6,1,2,378000.0,100,55.3,0,unknown,0,358000.0,2012
maruti suzuki,fronx,delta plus 1.0 turbo mt,unknown,economy,petrol,manual,2,30500.0,15250.0,1,1,61000.0,100,91.0,1,unknown,0,813000.0,2024
maruti suzuki,alto 800,lxi,unknown,economy,petrol,manual,13,66500.0,5115.4,1,1,864500.0,100,54.4,0,unknown,0,223000.0,2013
ford,ecosport,titanium 1.5l ti-vct,unknown,mid,petrol,manual,10,47500.0,4750.0,1,2,475000.0,100,65.2,0,unknown,0,518000.0,2016
skoda,rapid,ambition 1.5 tdi,unknown,mid,diesel,manual,7,122500.0,17500.0,1,2,857500.0,100,66.8,1,unknown,0,624000.0,2019
maruti suzuki,wagon r,lxi,unknown,economy,petrol,manual,13,31500.0,2423.1,1,1,409500.0,100,57.8,0,unknown,0,265000.0,2013
tata,harrier,xza plus (o),unknown,economy,diesel,automatic,3,87000.0,29000.0,1,1,261000.0,100,82.3,1,unknown,0,1616000.0,2023
hyundai,xcent,sx 1.1 crdi,unknown,mid,diesel,manual,11,148500.0,13500.0,1,2,1633500.0,100,52.2,0,unknown,0,389000.0,2015
datsun,redi-go,t(o) 1.0 amt,unknown,budget,petrol,automatic,8,22000.0,2750.0,3,0,176000.0,50,57.8,0,unknown,0,243000.0,2018
kia,seltos,gtx plus 1.5 diesel at dual tone,unknown,mid,diesel,automatic,6,71000.0,11833.3,1,2,426000.0,100,74.9,0,unknown,0,1174000.0,2020
renault,kwid,1.0 rxt,unknown,economy,petrol,manual,9,47500.0,5277.8,2,1,427500.0,75,60.2,0,unknown,0,257000.0,2017
mahindra,xuv 300,w8 1.5 diesel,unknown,mid,diesel,manual,4,20500.0,5125.0,2,2,82000.0,75,78.0,0,unknown,0,935000.0,2022
maruti suzuki,celerio,vxi amt,unknown,economy,petrol,automatic,12,92000.0,7666.7,1,1,1104000.0,100,54.8,0,unknown,0,283000.0,2014
tata,punch,accomplished amt,unknown,economy,petrol,automatic,4,48500.0,12125.0,1,1,194000.0,100,83.2,0,unknown,0,666000.0,2022
kia,seltos,htk plus 1.5 diesel at,unknown,mid,diesel,automatic,5,46000.0,9200.0,1,2,230000.0,100,80.4,0,unknown,0,1109000.0,2021
hyundai,i10,sportz 1.2 kappa2,unknown,mid,petrol,manual,12,61500.0,5125.0,1,2,738000.0,100,57.8,0,unknown,0,279000.0,2014
renault,kwid,1.0 rxt amt,unknown,economy,petrol,automatic,9,72500.0,8055.6,3,1,652500.0,50,49.8,0,unknown,0,264000.0,2017
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,11,62000.0,5636.4,1,2,682000.0,100,60.8,0,unknown,0,391000.0,2015
tata,nano,twist xt,unknown,economy,petrol,manual,11,39500.0,3590.9,3,1,434500.0,50,47.0,0,unknown,0,150000.0,2015
nissan,magnite,xv premium turbo (o),unknown,mid,petrol,manual,4,20500.0,5125.0,1,2,82000.0,100,86.0,0,unknown,0,723000.0,2022
maruti suzuki,dzire,zxi plus amt,unknown,economy,petrol,automatic,8,106000.0,13250.0,2,1,848000.0,75,57.4,0,unknown,0,481000.0,2018
volkswagen,polo,highline1.2l (p),unknown,mid,petrol,manual,10,65000.0,6500.0,2,2,650000.0,75,55.5,0,unknown,0,472000.0,2016
mahindra,kuv100,k4 6 str,unknown,mid,petrol,manual,9,104000.0,11555.6,1,2,936000.0,100,62.6,0,unknown,0,293000.0,2017
datsun,go,remix edition,unknown,budget,petrol,manual,8,60500.0,7562.5,2,0,484000.0,75,62.0,0,unknown,0,255000.0,2018
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,15,89500.0,5966.7,1,2,1342500.0,100,46.0,0,unknown,0,198000.0,2011
mahindra,kuv100,k8 6 str,unknown,mid,petrol,manual,10,23000.0,2300.0,1,2,230000.0,100,67.7,0,unknown,0,355000.0,2016
maruti suzuki,wagon r 1.0,vxi,unknown,economy,petrol,manual,14,65500.0,4678.6,1,1,917000.0,100,51.4,0,unknown,0,276000.0,2012
honda,city,sv,unknown,mid,petrol,manual,12,97500.0,8125.0,1,2,1170000.0,100,54.2,0,unknown,0,430000.0,2014
maruti suzuki,vitara brezza,zdi plus dual tone ags,unknown,economy,diesel,automatic,8,37000.0,4625.0,1,1,296000.0,100,72.3,0,unknown,0,805000.0,2018
volkswagen,taigun,highline 1.0 tsi at,unknown,mid,petrol,automatic,4,34500.0,8625.0,1,2,138000.0,100,84.6,0,unknown,0,1094000.0,2022
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,15,64000.0,4266.7,2,2,960000.0,75,40.6,0,unknown,0,184000.0,2011
maruti suzuki,brezza,zxi plus at,unknown,economy,petrol,automatic,4,59500.0,14875.0,1,1,238000.0,100,82.0,0,unknown,0,1077000.0,2022
tata,nano,twist xt,unknown,economy,petrol,manual,11,50500.0,4590.9,3,1,555500.0,50,46.0,0,unknown,0,161000.0,2015
tata,nano,lx,unknown,economy,petrol,manual,14,61500.0,4392.9,2,1,861000.0,75,43.8,0,unknown,0,113000.0,2012
honda,brio,s mt,unknown,mid,petrol,manual,13,90000.0,6923.1,1,2,1170000.0,100,52.0,0,unknown,0,265000.0,2013
volkswagen,polo,highline1.2l (p),unknown,mid,petrol,manual,12,122000.0,10166.7,1,2,1464000.0,100,51.8,0,unknown,0,387000.0,2014
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,3,60000.0,20000.0,1,2,180000.0,100,85.0,1,unknown,0,1137000.0,2023
renault,kwid,rxl (o) 1.0,unknown,economy,petrol,manual,4,10000.0,2500.0,1,1,40000.0,100,87.0,0,unknown,0,411000.0,2022
volkswagen,polo,comfortline 1.2l (p),unknown,mid,petrol,manual,11,124500.0,11318.2,1,2,1369500.0,100,54.6,0,unknown,0,416000.0,2015
volkswagen,polo,highline1.2l (p),unknown,mid,petrol,manual,12,42500.0,3541.7,1,2,510000.0,100,59.8,0,unknown,0,494000.0,2014
mahindra,scorpio n,z8 l diesel at 2wd 7 str,unknown,mid,diesel,automatic,3,47000.0,15666.7,1,2,141000.0,100,86.3,1,unknown,0,1871000.0,2023
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,9,75000.0,8333.3,2,2,675000.0,75,57.5,0,unknown,0,686000.0,2017
kia,seltos,gtx plus 1.5 diesel at,unknown,mid,diesel,automatic,4,84000.0,21000.0,1,2,336000.0,100,79.6,1,unknown,0,1289000.0,2022
hyundai,verna,sx (o)1.5 mpi,unknown,mid,petrol,manual,4,32500.0,8125.0,1,2,130000.0,100,84.8,0,unknown,0,1076000.0,2022
honda,city,zx petrol,unknown,mid,petrol,manual,5,39500.0,7900.0,1,2,197500.0,100,81.0,0,unknown,0,972000.0,2021
ford,ecosport,titanium 1.5l ti-vct,unknown,mid,petrol,manual,7,35000.0,5000.0,1,2,245000.0,100,75.5,0,unknown,0,732000.0,2019
renault,kiger,rxt 1.0 turbo mt,unknown,economy,petrol,manual,5,65500.0,13100.0,2,1,327500.0,75,70.4,0,unknown,0,472000.0,2021
maruti suzuki,celerio,vxi amt,unknown,economy,petrol,automatic,11,112000.0,10181.8,1,1,1232000.0,100,55.8,0,unknown,0,294000.0,2015
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,13,73500.0,5653.8,1,2,955500.0,100,53.6,0,unknown,0,228000.0,2013
tata,nano,twist xt,unknown,economy,petrol,manual,12,86500.0,7208.3,2,1,1038000.0,75,47.4,0,unknown,0,128000.0,2014
mahindra,xuv500,w8,unknown,mid,diesel,manual,9,106500.0,11833.3,1,2,958500.0,100,62.4,0,unknown,0,873000.0,2017
toyota,corolla altis,1.8 g,unknown,premium,petrol,manual,13,88000.0,6769.2,2,3,1144000.0,75,44.2,0,unknown,0,431000.0,2013
maruti suzuki,swift,vxi,unknown,economy,petrol,manual,10,81500.0,8150.0,1,1,815000.0,100,61.8,0,unknown,0,437000.0,2016
tata,nano,twist xt,unknown,economy,petrol,manual,12,20000.0,1666.7,1,1,240000.0,100,62.0,0,unknown,0,173000.0,2014
skoda,kushaq,style 1.5l tsi mt,unknown,mid,petrol,manual,4,45500.0,11375.0,1,2,182000.0,100,83.4,0,unknown,0,1220000.0,2022
datsun,redi-go,s 1.0 amt,unknown,budget,petrol,automatic,8,56500.0,7062.5,2,0,452000.0,75,62.4,0,unknown,0,263000.0,2018
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,14,66500.0,4750.0,2,2,931000.0,75,43.4,0,unknown,0,203000.0,2012
skoda,kushaq,style 1.0l tsi mt,unknown,mid,petrol,manual,3,92500.0,30833.3,1,2,277500.0,100,81.8,1,unknown,0,989000.0,2023
hyundai,new i20,asta 1.2 mt,unknown,mid,petrol,manual,0,10500.0,10500.0,1,2,0.0,100,99.0,0,unknown,0,918000.0,2026
hyundai,venue,s 1.5 crdi,unknown,mid,diesel,manual,6,58500.0,9750.0,1,2,351000.0,100,76.2,0,unknown,0,716000.0,2020
hyundai,i10,magna 1.2 kappa2,unknown,mid,petrol,manual,14,106500.0,7607.1,1,2,1491000.0,100,47.4,0,unknown,0,213000.0,2012
tata,punch,creative dual tone,unknown,economy,petrol,manual,4,16000.0,4000.0,1,1,64000.0,100,86.4,0,unknown,0,721000.0,2022
mahindra,xuv500,w6,unknown,mid,diesel,manual,10,100000.0,10000.0,1,2,1000000.0,100,60.0,0,unknown,0,784000.0,2016
maruti suzuki,swift dzire,zdi amt,unknown,economy,diesel,automatic,10,114000.0,11400.0,1,1,1140000.0,100,58.6,0,unknown,0,482000.0,2016
maruti suzuki,grand vitara,delta smart hybrid,unknown,economy,petrol,manual,3,23000.0,7666.7,1,1,69000.0,100,88.7,0,unknown,0,1049000.0,2023
hyundai,creta,sx (o) 1.5 diesel automatic,unknown,mid,diesel,automatic,3,31500.0,10500.0,1,2,94500.0,100,87.8,0,unknown,0,1709000.0,2023
hyundai,creta,1.6 sx at,unknown,mid,diesel,automatic,8,82500.0,10312.5,1,2,660000.0,100,67.8,0,unknown,0,983000.0,2018
mahindra,xuv700,ax 5 diesel at 7 str,unknown,mid,diesel,automatic,3,46000.0,15333.3,1,2,138000.0,100,86.4,1,unknown,0,1763000.0,2023
mahindra,xuv 300,w8 (o) 1.2 petrol,unknown,mid,petrol,manual,4,67000.0,16750.0,1,2,268000.0,100,81.3,1,unknown,0,809000.0,2022
maruti suzuki,alto k10,vxi,unknown,economy,petrol,manual,12,114500.0,9541.7,2,1,1374000.0,75,44.6,0,unknown,0,211000.0,2014
volkswagen,vento,highline plus 1.2 (p) at,unknown,mid,petrol,automatic,7,100500.0,14357.1,1,2,703500.0,100,69.0,0,unknown,0,665000.0,2019
maruti suzuki,vitara brezza,vdi ags,unknown,economy,diesel,automatic,8,60000.0,7500.0,1,1,480000.0,100,70.0,0,unknown,0,685000.0,2018
hyundai,eon,1.0 kappa magna +,unknown,mid,petrol,manual,12,113000.0,9416.7,1,2,1356000.0,100,52.7,0,unknown,0,214000.0,2014
volkswagen,polo,trendline 1.0l (p),unknown,mid,petrol,manual,7,73000.0,10428.6,1,2,511000.0,100,71.7,0,unknown,0,497000.0,2019
ford,figo,titanium 1.2 ti-vct,unknown,mid,petrol,manual,9,122000.0,13555.6,1,2,1098000.0,100,60.8,0,unknown,0,355000.0,2017
honda,city,1.5 v mt,unknown,mid,petrol,manual,14,71000.0,5071.4,1,2,994000.0,100,50.9,0,unknown,0,340000.0,2012
volkswagen,ameo,comfortline 1.5l (d),unknown,mid,diesel,manual,8,77000.0,9625.0,2,2,616000.0,75,60.3,0,unknown,0,404000.0,2018
mahindra,xuv700,ax 5 diesel at 7 str,unknown,mid,diesel,automatic,2,19000.0,9500.0,1,2,38000.0,100,92.1,0,unknown,0,1985000.0,2024
skoda,kushaq,ambition 1.5l tsi mt,unknown,mid,petrol,manual,3,39500.0,13166.7,1,2,118500.0,100,87.0,0,unknown,0,1093000.0,2023
maruti suzuki,baleno,zeta 1.2 at,unknown,economy,petrol,automatic,10,57500.0,5750.0,2,1,575000.0,75,56.2,0,unknown,0,462000.0,2016
hyundai,new i20,asta (o) 1.0 turbo dct,unknown,mid,petrol,automatic,3,58000.0,19333.3,1,2,174000.0,100,85.2,1,unknown,0,826000.0,2023
hyundai,creta,1.6 sx at,unknown,mid,diesel,automatic,8,74500.0,9312.5,1,2,596000.0,100,68.6,0,unknown,0,963000.0,2018
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,10,49500.0,4950.0,1,2,495000.0,100,65.0,0,unknown,0,396000.0,2016
maruti suzuki,wagon r 1.0,vxi,unknown,economy,petrol,manual,14,43500.0,3107.1,2,1,609000.0,75,45.6,0,unknown,0,253000.0,2012
maruti suzuki,swift,zxi plus dual tone,unknown,economy,petrol,manual,2,6000.0,3000.0,1,1,12000.0,100,93.4,0,unknown,0,828000.0,2024
mahindra,xuv700,ax5 diesel mt 7 str,unknown,mid,diesel,manual,2,31500.0,15750.0,1,2,63000.0,100,90.8,1,unknown,0,1763000.0,2024
hyundai,i10,magna 1.2 kappa2,unknown,mid,petrol,manual,13,103000.0,7923.1,2,2,1339000.0,75,42.7,0,unknown,0,212000.0,2013
maruti suzuki,baleno,zeta 1.2 at,unknown,economy,petrol,automatic,10,40000.0,4000.0,2,1,400000.0,75,58.0,0,unknown,0,476000.0,2016
hyundai,creta,sx opt turbo dct petrol,unknown,mid,petrol,automatic,5,113500.0,22700.0,1,2,567500.0,100,73.6,1,unknown,0,1181000.0,2021
skoda,rapid,style 1.5 tdi at,unknown,mid,diesel,automatic,10,96000.0,9600.0,2,2,960000.0,75,52.4,0,unknown,0,541000.0,2016
skoda,octavia,1.8 tsi style plus at,unknown,mid,petrol,automatic,10,88000.0,8800.0,1,2,880000.0,100,61.2,0,unknown,0,948000.0,2016
ford,figo,duratorq diesel zxi 1.4,unknown,mid,diesel,manual,14,138000.0,9857.1,1,2,1932000.0,100,44.2,0,unknown,0,193000.0,2012
renault,triber,rxz easy-r amt,unknown,economy,petrol,automatic,4,25500.0,6375.0,1,1,102000.0,100,85.4,0,unknown,0,569000.0,2022
maruti suzuki,alto 800,lxi,unknown,economy,petrol,manual,13,17000.0,1307.7,1,1,221000.0,100,59.3,0,unknown,0,225000.0,2013
hyundai,elite i20,sportz 1.2,unknown,mid,petrol,manual,12,63500.0,5291.7,1,2,762000.0,100,57.6,0,unknown,0,394000.0,2014
hyundai,elite i20,asta 1.2,unknown,mid,petrol,manual,9,56000.0,6222.2,1,2,504000.0,100,67.4,0,unknown,0,505000.0,2017
maruti suzuki,baleno,zeta automatic,unknown,economy,petrol,automatic,5,42500.0,8500.0,1,1,212500.0,100,80.8,0,unknown,0,650000.0,2021
mahindra,xuv500,w10 at,unknown,mid,diesel,automatic,10,44500.0,4450.0,1,2,445000.0,100,65.6,0,unknown,0,1001000.0,2016
mg,hector,sharp 1.5 petrol turbo dct,unknown,premium,petrol,automatic,5,46500.0,9300.0,1,3,232500.0,100,80.4,0,unknown,0,1309000.0,2021
mahindra,scorpio n,z8 l diesel mt 2wd 7 str,unknown,mid,diesel,manual,3,16500.0,5500.0,1,2,49500.0,100,89.4,0,unknown,0,1666000.0,2023
maruti suzuki,celerio,vxi,unknown,economy,petrol,manual,8,121500.0,15187.5,1,1,972000.0,100,63.8,1,unknown,0,340000.0,2018
hyundai,elite i20,magna 1.2,unknown,mid,petrol,manual,11,60500.0,5500.0,1,2,665500.0,100,61.0,0,unknown,0,453000.0,2015
hyundai,grand i10,magna at 1.2 kappa vtvt,unknown,mid,petrol,automatic,8,53000.0,6625.0,1,2,424000.0,100,70.7,0,unknown,0,488000.0,2018
tata,altroz,xz plus i-turbo petrol,unknown,economy,petrol,manual,5,43000.0,8600.0,1,1,215000.0,100,80.7,0,unknown,0,692000.0,2021
mg,hector plus,smart 1.5 petrol turbo cvt 6-str,unknown,premium,petrol,automatic,5,70500.0,14100.0,1,3,352500.0,100,78.0,0,unknown,0,1155000.0,2021
maruti suzuki,baleno,delta 1.2 at,unknown,economy,petrol,automatic,9,48000.0,5333.3,1,1,432000.0,100,68.2,0,unknown,0,563000.0,2017
maruti suzuki,baleno,zeta 1.2,unknown,economy,petrol,manual,8,21500.0,2687.5,1,1,172000.0,100,73.8,0,unknown,0,592000.0,2018
renault,kwid,rxt (o) 1.0 sce edition,unknown,economy,petrol,manual,7,27500.0,3928.6,1,1,192500.0,100,76.2,0,unknown,0,340000.0,2019
tata,nexon,xma,unknown,economy,petrol,automatic,3,27000.0,9000.0,1,1,81000.0,100,88.3,0,unknown,0,802000.0,2023
honda,br-v,vx petrol,unknown,mid,petrol,manual,7,85000.0,12142.9,1,2,595000.0,100,70.5,0,unknown,0,703000.0,2019
maruti suzuki,wagon r 1.0,vxi amt,unknown,economy,petrol,automatic,10,100000.0,10000.0,1,1,1000000.0,100,60.0,0,unknown,0,341000.0,2016
ford,ecosport,titanium 1.5l tdci,unknown,mid,diesel,manual,6,34000.0,5666.7,2,2,204000.0,75,70.6,0,unknown,0,747000.0,2020
hyundai,xcent,sx,unknown,mid,petrol,manual,8,72500.0,9062.5,1,2,580000.0,100,68.8,0,unknown,0,507000.0,2018
honda,city,vx cvt,unknown,mid,petrol,automatic,11,8500.0,772.7,2,2,93500.0,75,58.2,0,unknown,0,601000.0,2015
honda,amaze,1.2 vx cvt petrol,unknown,mid,petrol,automatic,7,17000.0,2428.6,1,2,119000.0,100,77.3,0,unknown,0,663000.0,2019
hyundai,grand i10 nios,asta 1.2 kappa vtvt,unknown,mid,petrol,manual,3,19000.0,6333.3,1,2,57000.0,100,89.1,0,unknown,0,710000.0,2023
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,5,45000.0,9000.0,1,2,225000.0,100,80.5,0,unknown,0,1098000.0,2021
maruti suzuki,wagon r,vxi (o) 1.2 amt,unknown,economy,petrol,automatic,4,15500.0,3875.0,1,1,62000.0,100,86.4,0,unknown,0,576000.0,2022
maruti suzuki,brezza,zxi plus at,unknown,economy,petrol,automatic,3,12500.0,4166.7,1,1,37500.0,100,89.8,0,unknown,0,1252000.0,2023
renault,kwid,climber 1.0 amt,unknown,economy,petrol,automatic,9,38500.0,4277.8,1,1,346500.0,100,69.2,0,unknown,0,362000.0,2017
maruti suzuki,alto k10,vxi plus ags,unknown,economy,petrol,automatic,3,18000.0,6000.0,1,1,54000.0,100,89.2,0,unknown,0,482000.0,2023
kia,sonet,gtx plus 1.0 turbo petrol dct,unknown,mid,petrol,automatic,3,38000.0,12666.7,1,2,114000.0,100,87.2,0,unknown,0,1162000.0,2023
tata,altroz,xz plus diesel,unknown,economy,diesel,manual,4,41000.0,10250.0,1,1,164000.0,100,83.9,0,unknown,0,721000.0,2022
maruti suzuki,baleno,zeta 1.2,unknown,economy,petrol,manual,8,21500.0,2687.5,1,1,172000.0,100,73.8,0,unknown,0,592000.0,2018
hyundai,verna,sx (o) 1.5 turbo petrol mt,unknown,mid,petrol,manual,3,30500.0,10166.7,1,2,91500.0,100,88.0,0,unknown,0,1339000.0,2023
hyundai,santro,sportz amt,unknown,mid,petrol,automatic,7,35000.0,5000.0,3,2,245000.0,50,59.5,0,unknown,0,392000.0,2019
hyundai,creta,sx (o) 1.5 diesel automatic,unknown,mid,diesel,automatic,4,58000.0,14500.0,1,2,232000.0,100,82.2,0,unknown,0,1542000.0,2022
honda,amaze,1.2 s i-vtec,unknown,mid,petrol,manual,11,145500.0,13227.3,1,2,1600500.0,100,52.4,0,unknown,0,347000.0,2015
tata,nano,twist xt,unknown,economy,petrol,manual,12,46500.0,3875.0,2,1,558000.0,75,51.4,0,unknown,0,172000.0,2014
hyundai,elite i20,magna 1.2,unknown,mid,petrol,manual,11,60500.0,5500.0,1,2,665500.0,100,61.0,0,unknown,0,453000.0,2015
mg,hector plus,smart 1.5 petrol turbo cvt 6-str,unknown,premium,petrol,automatic,5,70500.0,14100.0,1,3,352500.0,100,78.0,0,unknown,0,1155000.0,2021
maruti suzuki,baleno,delta 1.2 at,unknown,economy,petrol,automatic,9,48000.0,5333.3,1,1,432000.0,100,68.2,0,unknown,0,563000.0,2017
tata,altroz,xz plus i-turbo petrol,unknown,economy,petrol,manual,5,43000.0,8600.0,1,1,215000.0,100,80.7,0,unknown,0,692000.0,2021
honda,br-v,vx petrol,unknown,mid,petrol,manual,7,85000.0,12142.9,2,2,595000.0,75,62.5,0,unknown,0,703000.0,2019
maruti suzuki,wagon r 1.0,vxi amt,unknown,economy,petrol,automatic,10,100000.0,10000.0,2,1,1000000.0,75,52.0,0,unknown,0,341000.0,2016
maruti suzuki,alto 800,lxi,unknown,economy,petrol,manual,12,49000.0,4083.3,1,1,588000.0,100,59.1,0,unknown,0,253000.0,2014
tata,nano,twist xta,unknown,economy,petrol,automatic,11,65000.0,5909.1,2,1,715000.0,75,52.5,0,unknown,0,189000.0,2015
maruti suzuki,brezza,zxi plus at,unknown,economy,petrol,automatic,4,59500.0,14875.0,1,1,238000.0,100,82.0,0,unknown,0,1073000.0,2022
maruti suzuki,alto k10,vxi amt,unknown,economy,petrol,automatic,11,62000.0,5636.4,2,1,682000.0,75,52.8,0,unknown,0,278000.0,2015
datsun,redi-go,t (o),unknown,budget,petrol,manual,10,51500.0,5150.0,3,0,515000.0,50,48.8,0,unknown,0,177000.0,2016
hyundai,creta,sx (o) 1.4 turbo 7 dct,unknown,mid,petrol,automatic,4,22000.0,5500.0,1,2,88000.0,100,85.8,0,unknown,0,1550000.0,2022
toyota,glanza,v amt,unknown,premium,petrol,automatic,3,28000.0,9333.3,1,3,84000.0,100,88.2,0,unknown,0,837000.0,2023
tata,nexon,xza plus diesel,unknown,economy,diesel,automatic,8,30500.0,3812.5,1,1,244000.0,100,73.0,0,unknown,0,691000.0,2018
renault,kwid,rxt 1.0 amt,unknown,economy,petrol,automatic,3,19500.0,6500.0,1,1,58500.0,100,89.0,0,unknown,0,518000.0,2023
hyundai,creta,1.6 sx plus petrol,unknown,mid,petrol,manual,10,38000.0,3800.0,1,2,380000.0,100,66.2,0,unknown,0,796000.0,2016
renault,kwid,rxt 1.0 amt,unknown,economy,petrol,automatic,4,35500.0,8875.0,2,1,142000.0,75,76.4,0,unknown,0,401000.0,2022
renault,kwid,rxt (o) 1.0 sce edition,unknown,economy,petrol,manual,7,27500.0,3928.6,2,1,192500.0,75,68.2,0,unknown,0,340000.0,2019
mahindra,scorpio n,z8 l diesel mt 2wd 7 str,unknown,mid,diesel,manual,3,16500.0,5500.0,2,2,49500.0,75,81.4,0,unknown,0,1666000.0,2023
maruti suzuki,baleno,zeta automatic,unknown,economy,petrol,automatic,5,42500.0,8500.0,1,1,212500.0,100,80.8,0,unknown,0,650000.0,2021
tata,nexon,xma,unknown,economy,petrol,automatic,3,27000.0,9000.0,1,1,81000.0,100,88.3,0,unknown,0,802000.0,2023
maruti suzuki,swift,vxi,unknown,economy,petrol,manual,10,55500.0,5550.0,1,1,555000.0,100,64.4,0,unknown,0,478000.0,2016
renault,kwid,climber 1.0,unknown,economy,petrol,manual,9,52500.0,5833.3,2,1,472500.0,75,59.8,0,unknown,0,302000.0,2017
maruti suzuki,ciaz,delta 1.5 diesel,unknown,economy,diesel,manual,7,63500.0,9071.4,1,1,444500.0,100,72.6,0,unknown,0,616000.0,2019
maruti suzuki,baleno,alpha ags,unknown,economy,petrol,automatic,3,18000.0,6000.0,1,1,54000.0,100,89.2,0,unknown,0,860000.0,2023
hyundai,eon,era,unknown,mid,petrol,manual,14,43500.0,3107.1,3,2,609000.0,50,37.6,0,unknown,0,152000.0,2012
datsun,redi-go,d,unknown,budget,petrol,manual,9,32000.0,3555.6,1,0,288000.0,100,69.8,0,unknown,0,200000.0,2017
volkswagen,polo,highline plus 1.2( p)16 alloy,unknown,mid,petrol,manual,8,58000.0,7250.0,1,2,464000.0,100,70.2,0,unknown,0,611000.0,2018
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,13,74500.0,5730.8,2,2,968500.0,75,45.6,0,unknown,0,301000.0,2013
skoda,rapid,1.6 mpi elegance,unknown,mid,petrol,manual,12,82500.0,6875.0,3,2,990000.0,50,39.8,0,unknown,0,350000.0,2014
honda,jazz,v petrol,unknown,mid,petrol,manual,7,55500.0,7928.6,1,2,388500.0,100,73.4,0,unknown,0,596000.0,2019
hyundai,grand i10,magna 1.2 kappa vtvt,unknown,mid,petrol,manual,12,100000.0,8333.3,1,2,1200000.0,100,54.0,0,unknown,0,322000.0,2014
hyundai,creta,1.6 sx plus at petrol,unknown,mid,petrol,automatic,9,83000.0,9222.2,1,2,747000.0,100,64.7,0,unknown,0,820000.0,2017
hyundai,elite i20,sportz 1.2,unknown,mid,petrol,manual,10,103000.0,10300.0,1,2,1030000.0,100,59.7,0,unknown,0,479000.0,2016
maruti suzuki,wagon r,zxi 1.2 ags,unknown,economy,petrol,automatic,3,16500.0,5500.0,1,1,49500.0,100,89.4,0,unknown,0,583000.0,2023
maruti suzuki,alto k10,vxi plus ags,unknown,economy,petrol,automatic,3,12500.0,4166.7,1,1,37500.0,100,89.8,0,unknown,0,490000.0,2023
hyundai,creta,sx (o) 1.4 turbo 7 dct,unknown,mid,petrol,automatic,4,22000.0,5500.0,1,2,88000.0,100,85.8,0,unknown,0,1550000.0,2022
